field_1;id_in;x_in;y_in;id_anf;x_anf;y_anf;id_ant;x_ant;y_ant;name_anf_in;oneway_anf_in;lanes_anf_in;highway_anf_in;maxspeed_anf_in;grade_anf_in;name_in_ant;oneway_in_ant;lanes_in_ant;highway_in_ant;maxspeed_in_ant;grade_in_ant;DWV_mean;angle;movement;sas;tag;tad_fr;tad_vim;bc_rouge;preselection;Comment;Signalized_inter
"95";"274635873";"316118.982";"5154410.66";"274635871";"316102.7759";"5154397.295";"274635943";"316132.7586";"5154420.885";Route de Chavannes;False;"1";service;;"0.0449";Route de Chavannes;False;"1";service;;"-0.0334";"0.0";"177.071";tout_droit;;;;;;;;
"96";"592205921";"316812.3552";"5154545.215";"274345151";"316778.3569";"5154542.04";"313415593";"316856.8697";"5154549.362";Avenue de Montoie;False;"1";tertiary;"30.0";"0.0927";Avenue de Montoie;False;"1";tertiary;"30.0";"0.1";"1042.001";"179.987";tout_droit;;;;;;;;
"97";"592205921";"316812.3552";"5154545.215";"313415593";"316856.8697";"5154549.362";"274345151";"316778.3569";"5154542.04";Avenue de Montoie;False;"1";tertiary;"30.0";"-0.1";Avenue de Montoie;False;"1";tertiary;"30.0";"-0.0927";"1042.001";"180.013";tout_droit;;;;;;;;
"98";"617682319";"320173.893";"5154843.162";"268958590";"320181.6473";"5154838.295";"617682323";"320160.7014";"5154853.119";Avenue de Chailly;False;"2";tertiary;"50.0";"0.009";Avenue de Chailly;False;"2";tertiary;"50.0";"0.0147";"2635.0";"175.069";tout_droit;;;;;;;;
"99";"617682319";"320173.893";"5154843.162";"617682323";"320160.7014";"5154853.119";"268958590";"320181.6473";"5154838.295";Avenue de Chailly;False;"2";tertiary;"50.0";"-0.0147";Avenue de Chailly;False;"2";tertiary;"50.0";"-0.009";"2635.0";"184.931";tout_droit;;;;;;;;
"100";"267510240";"319028.0871";"5155898.659";"562948301";"319036.1227";"5155903.012";"573250928";"318939.397";"5155924.7";Route du Signal;False;"2";residential;"50.0";"-0.0332";Route du Signal;False;"2";residential;"50.0";"-0.1074";"0.0";"135.192";droite;;;;;;;;
"101";"267510240";"319028.0871";"5155898.659";"573250928";"318939.397";"5155924.7";"562948301";"319036.1227";"5155903.012";Route du Signal;False;"2";residential;"50.0";"0.1074";Route du Signal;False;"2";residential;"50.0";"0.0332";"0.0";"224.808";gauche;;;;;;;;
"102";"573250856";"318676.7256";"5155988.317";"8790220639";"318677.0365";"5155993.312";"267510235";"318675.8269";"5155975.232";Route du Pavement;False;"1";residential;"50.0";"-0.0208";Route du Pavement;False;"1";residential;"50.0";"-0.0224";"756.0";"179.633";tout_droit;;;;;;;;
"103";"573250856";"318676.7256";"5155988.317";"267510235";"318675.8269";"5155975.232";"8790220639";"318677.0365";"5155993.312";Route du Pavement;False;"1";residential;"50.0";"0.0224";Route du Pavement;False;"1";residential;"50.0";"0.0208";"756.0";"180.367";tout_droit;;;;;;;;
"104";"568002659";"317121.8614";"5154695.514";"593844471";"317112.5962";"5154697.829";"5752289613";"317120.7184";"5154689.699";Avenue de Tivoli;True;"3";secondary;"50.0";"-0.8148";Av Tivoli - Pont Marc Dufour;False;"1";path;;"1.2836";"4974.494";"92.908";droite;;;;;;;;
"105";"568002659";"317121.8614";"5154695.514";"593844471";"317112.5962";"5154697.829";"568002657";"317170.9666";"5154686.49";Avenue de Tivoli;True;"3";secondary;"50.0";"-0.8148";Avenue de Tivoli;True;"3";secondary;"50.0";"0.1";"6066.994";"183.616";tout_droit;easy;;;;;;;Yes
"106";"568002659";"317121.8614";"5154695.514";"5752289613";"317120.7184";"5154689.699";"568002657";"317170.9666";"5154686.49";Av Tivoli - Pont Marc Dufour;False;"1";path;;"-1.2836";Avenue de Tivoli;True;"3";secondary;"50.0";"0.1";"1092.5";"90.707";droite;;;;;;;;
"107";"2630947576";"317383.4946";"5154507.383";"312467647";"317393.8875";"5154510.884";"267491473";"317365.4641";"5154501.632";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"-0.0659";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"-0.0571";"2009.0";"179.074";tout_droit;;;;;;;;
"108";"2630947576";"317383.4946";"5154507.383";"267491473";"317365.4641";"5154501.632";"312467647";"317393.8875";"5154510.884";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"0.0571";Avenue Marc-Dufour;False;"2";tertiary;"50.0";"0.0659";"2009.0";"180.926";tout_droit;;;;;;;;
"109";"574618990";"317353.1626";"5154514.77";"267491473";"317365.4641";"5154501.632";"292177272";"317329.291";"5154538.567";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"0.0213";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"0.0756";"2097.0";"181.973";tout_droit;;;;;;;;
"110";"574618990";"317353.1626";"5154514.77";"292177272";"317329.291";"5154538.567";"267491473";"317365.4641";"5154501.632";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"-0.0756";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"-0.0213";"2097.0";"178.027";tout_droit;;;;;;;;
"111";"266871614";"317285.9763";"5156006.557";"599196767";"317291.6245";"5156001.449";"266871598";"317256.529";"5156042.723";Chemin du Boisy;False;"1";residential;"30.0";"0.0322";Chemin du Boisy;False;"1";residential;"30.0";"0.0328";"1655.29";"171.278";tout_droit;;;;;;;;
"112";"266871614";"317285.9763";"5156006.557";"266871598";"317256.529";"5156042.723";"599196767";"317291.6245";"5156001.449";Chemin du Boisy;False;"1";residential;"30.0";"-0.0328";Chemin du Boisy;False;"1";residential;"30.0";"-0.0322";"1655.29";"188.722";tout_droit;;;;;;;;
"113";"6708317494";"319105.2704";"5155310.244";"341359485";"319113.4391";"5155308.243";"263833489";"319077.4117";"5155317.082";Chemin des Falaises;False;"1";living_street;"20.0";"0.0024";Chemin des Falaises;False;"1";living_street;"20.0";"-0.0234";"0.0";"179.973";tout_droit;;;;;;;;
"114";"6708317494";"319105.2704";"5155310.244";"263833489";"319077.4117";"5155317.082";"341359485";"319113.4391";"5155308.243";Chemin des Falaises;False;"1";living_street;"20.0";"0.0234";Chemin des Falaises;False;"1";living_street;"20.0";"-0.0024";"0.0";"180.027";tout_droit;;;;;;;;
"115";"575175468";"317946.5587";"5155372.939";"263833532";"317922.5825";"5155378.665";"258755889";"317961.3037";"5155369.604";Avenue des BergiAA res;False;"4";tertiary;"50.0";"-0.0331";Avenue des BergiAA res;False;"4";tertiary;"50.0";"-0.0166";"1604.5";"180.687";tout_droit;;;;;;;;
"116";"575175468";"317946.5587";"5155372.939";"258755889";"317961.3037";"5155369.604";"263833532";"317922.5825";"5155378.665";Avenue des BergiAA res;False;"4";tertiary;"50.0";"0.0166";Avenue des BergiAA res;False;"4";tertiary;"50.0";"0.0331";"1604.5";"179.313";tout_droit;;;;;;;;
"117";"566751126";"317898.1163";"5155102.804";"258755820";"317903.8402";"5155113.174";"583408361";"317868.7021";"5155056.423";Avenue de Beaulieu;False;"3";secondary;"50.0";"-0.0441";Avenue de Beaulieu;False;"3";secondary;"50.0";"-0.0739";"6324.0";"176.515";tout_droit;;;;;;;;
"118";"566751126";"317898.1163";"5155102.804";"583408361";"317868.7021";"5155056.423";"258755820";"317903.8402";"5155113.174";Avenue de Beaulieu;False;"3";secondary;"50.0";"0.0739";Avenue de Beaulieu;False;"3";secondary;"50.0";"0.0441";"6324.0";"183.485";tout_droit;;;;;;;;
"119";"256311552";"316433.3001";"5153996.424";"256311551";"316465.5893";"5154019.089";"989230340";"316332.6673";"5154003.034";Avenue Pierre-de-Coubertin;False;"1";unclassified;"30.0";"0.0033";Avenue Pierre-de-Coubertin;False;"1";unclassified;"30.0";"0.0035";"8281.668";"141.176";droite;;;;;;;;
"120";"256311552";"316433.3001";"5153996.424";"989230340";"316332.6673";"5154003.034";"256311551";"316465.5893";"5154019.089";Avenue Pierre-de-Coubertin;False;"1";unclassified;"30.0";"-0.0035";Avenue Pierre-de-Coubertin;False;"1";unclassified;"30.0";"-0.0033";"8281.668";"218.824";gauche;;;;;;;;
"121";"253487784";"317533.6279";"5155039.347";"583412281";"317504.9925";"5155054.29";"583408325";"317628.2368";"5154990.598";Avenue de Morges;False;"3";secondary;"50.0";"0.0434";Avenue de Morges;True;"2";secondary;"50.0";"0.0486";"6345.5";"180.297";tout_droit;;;;;;;;
"122";"253487784";"317533.6279";"5155039.347";"5268403489";"317633.7098";"5155003.322";"583408325";"317628.2368";"5154990.598";Avenue de Morges;True;"1";secondary;"50.0";"-0.0482";Avenue de Morges;True;"2";secondary;"50.0";"0.0486";"6345.5";"352.536";gauche;;;;;;;;
"123";"253487784";"317533.6279";"5155039.347";"5268403489";"317633.7098";"5155003.322";"583412281";"317504.9925";"5155054.29";Avenue de Morges;True;"1";secondary;"50.0";"-0.0482";Avenue de Morges;False;"3";secondary;"50.0";"-0.0434";"6345.5";"172.239";tout_droit;;;;;;;;
"124";"253415779";"318217.8999";"5154533.759";"334242859";"318167.6953";"5154558.899";"562821040";"318221.8356";"5154532.395";Rue du Grand-ChAane;False;"1";secondary;"50.0";"0.0231";Rue du Grand-ChAane;False;"3";secondary;"50.0";"0.0098";"3990.5";"187.485";tout_droit;;;;;;;;
"125";"253415779";"318217.8999";"5154533.759";"562821040";"318221.8356";"5154532.395";"334242859";"318167.6953";"5154558.899";Rue du Grand-ChAane;False;"3";secondary;"50.0";"-0.0098";Rue du Grand-ChAane;False;"1";secondary;"50.0";"-0.0231";"3990.5";"172.515";tout_droit;;;;;;;;
"126";"3111734119";"318239.3128";"5154602.846";"330630228";"318248.3496";"5154600.584";"253403391";"318225.6483";"5154607.971";Place de l'Europe;False;"2";primary;"50.0";"-0.0035";Place de l'Europe;False;"2";primary;"50.0";"-0.0026";"6652.0";"173.494";tout_droit;;;;;;;;
"127";"3111734119";"318239.3128";"5154602.846";"253403391";"318225.6483";"5154607.971";"330630228";"318248.3496";"5154600.584";Place de l'Europe;False;"2";primary;"50.0";"0.0026";Place de l'Europe;False;"2";primary;"50.0";"0.0035";"6652.0";"186.506";tout_droit;;;;;;;;
"128";"253402372";"318359.4792";"5154897.799";"7895322695";"318356.0966";"5154898.656";"7895322693";"318362.7911";"5154897.399";Place de la Riponne;False;"3";tertiary;"50.0";"-0.0371";Place de la Riponne;False;"3";tertiary;"50.0";"-0.0425";"4154.0";"187.33";tout_droit;;;;;;;;
"129";"253402372";"318359.4792";"5154897.799";"7895322693";"318362.7911";"5154897.399";"7895322695";"318356.0966";"5154898.656";Place de la Riponne;False;"3";tertiary;"50.0";"0.0425";Place de la Riponne;False;"3";tertiary;"50.0";"0.0371";"4154.0";"172.67";tout_droit;;;;;;;;
"130";"253402054";"318189.9996";"5154904.522";"253413326";"318139.7031";"5154813.315";"695205962";"318221.2629";"5154919.753";Rue Mauborget;False;"2";residential;"50.0";"0.0528";Rue Neuve;False;"1";residential;"50.0";"0.0576";"0.0";"144.849";droite;;;;;;;;
"131";"253402054";"318189.9996";"5154904.522";"695205962";"318221.2629";"5154919.753";"253413326";"318139.7031";"5154813.315";Rue Neuve;False;"1";residential;"50.0";"-0.0576";Rue Mauborget;False;"2";residential;"50.0";"-0.0528";"0.0";"215.151";gauche;;;;;;;;
"132";"6084864623";"318654.2486";"5155161.673";"253400025";"318707.0125";"5155157.768";"253400024";"318651.6828";"5155161.862";Placette du Tunnel;False;"2";secondary;"50.0";"0.1";Placette du Tunnel;False;"2";secondary;"50.0";"-1.0552";"8422.0";"180.02";tout_droit;;;;;;;;
"133";"6084864623";"318654.2486";"5155161.673";"253400024";"318651.6828";"5155161.862";"253400025";"318707.0125";"5155157.768";Placette du Tunnel;False;"2";secondary;"50.0";"1.0552";Placette du Tunnel;False;"2";secondary;"50.0";"-0.1";"8422.0";"179.98";tout_droit;;;;;;;;
"134";"8168160539";"318550.7457";"5155145.358";"253399847";"318558.2461";"5155148.714";"6084864621";"318540.9371";"5155140.292";Rue du Tunnel;False;"3";tertiary;"50.0";"-0.0369";Rue du Tunnel;False;"3";tertiary;"50.0";"-0.0315";"2024.0";"183.21";tout_droit;;;;;;;;
"135";"8168160539";"318550.7457";"5155145.358";"6084864621";"318540.9371";"5155140.292";"253399847";"318558.2461";"5155148.714";Rue du Tunnel;False;"3";tertiary;"50.0";"0.0315";Rue du Tunnel;False;"3";tertiary;"50.0";"0.0369";"2024.0";"176.79";tout_droit;;;;;;;;
"136";"567927293";"318579.7474";"5155156.666";"253399847";"318558.2461";"5155148.714";"6103557388";"318591.4606";"5155159.207";Place du Tunnel;False;"5";secondary;"50.0";"0.0403";Place du Tunnel;False;"5";secondary;"50.0";"0.0217";"5741.0";"171.943";tout_droit;;;;;;;;
"137";"567927293";"318579.7474";"5155156.666";"6103557388";"318591.4606";"5155159.207";"253399847";"318558.2461";"5155148.714";Place du Tunnel;False;"5";secondary;"50.0";"-0.0217";Place du Tunnel;False;"5";secondary;"50.0";"-0.0403";"5741.0";"188.057";tout_droit;;;;;;;;
"138";"566366614";"318649.2022";"5155162.08";"253399795";"318635.9964";"5155163.266";"253400024";"318651.6828";"5155161.862";Place du Tunnel;False;"2";secondary;"50.0";"0.0251";Place du Tunnel;False;"2";secondary;"50.0";"4.3352";"5741.0";"180.11";tout_droit;;;;;;;;
"139";"566366614";"318649.2022";"5155162.08";"253400024";"318651.6828";"5155161.862";"253399795";"318635.9964";"5155163.266";Place du Tunnel;False;"2";secondary;"50.0";"-4.3352";Place du Tunnel;False;"2";secondary;"50.0";"-0.0251";"5741.0";"179.89";tout_droit;;;;;;;;
"140";"253267286";"318141.3684";"5154745.081";"5319971358";"318084.5925";"5154767.595";"5319971363";"318199.6826";"5154716.004";Rue de GenA ve;False;"2";primary;"50.0";"0.0022";Rue de GenA ve;False;"2";primary;"50.0";"0.0007";"5320.0";"175.128";tout_droit;;;;;;;;
"141";"253267286";"318141.3684";"5154745.081";"5319971363";"318199.6826";"5154716.004";"5319971358";"318084.5925";"5154767.595";Rue de GenA ve;False;"2";primary;"50.0";"-0.0007";Rue de GenA ve;False;"2";primary;"50.0";"-0.0022";"5320.0";"184.872";tout_droit;;;;;;;;
"142";"564882752";"318899.8268";"5154687.698";"155124150";"318905.3169";"5154696.464";"312416317";"318887.0079";"5154675.426";Rue Caroline;False;"2";secondary;"50.0";"-0.0522";Rue Caroline;False;"2";secondary;"50.0";"-0.062";"8164.0";"165.81";tout_droit;;;;;;;;
"143";"564882752";"318899.8268";"5154687.698";"312416317";"318887.0079";"5154675.426";"155124150";"318905.3169";"5154696.464";Rue Caroline;False;"2";secondary;"50.0";"0.062";Rue Caroline;False;"2";secondary;"50.0";"0.0522";"8164.0";"194.19";tout_droit;;;;;;;;
"144";"6704926047";"319796.3731";"5155866.921";"63068614";"319800.1586";"5155871.356";"580046986";"319786.7503";"5155855.641";Avenue Victor-Ruffy;False;"1";service;;"-0.0419";Avenue Victor-Ruffy;False;"1";service;;"0.0137";"0.0";"180.015";tout_droit;;;;;;;;
"145";"6704926047";"319796.3731";"5155866.921";"580046986";"319786.7503";"5155855.641";"63068614";"319800.1586";"5155871.356";Avenue Victor-Ruffy;False;"1";service;;"-0.0137";Avenue Victor-Ruffy;False;"1";service;;"0.0419";"0.0";"179.985";tout_droit;;;;;;;;
"146";"6704925903";"319675.3634";"5155816.322";"63068540";"319668.6628";"5155815.287";"654104480";"319696.7294";"5155819.611";Avenue Victor-Ruffy;False;"1";service;;"0.009";Avenue Victor-Ruffy;False;"1";service;;"-0.0879";"0.0";"179.97";tout_droit;;;;;;;;
"147";"6704925903";"319675.3634";"5155816.322";"654104480";"319696.7294";"5155819.611";"63068540";"319668.6628";"5155815.287";Avenue Victor-Ruffy;False;"1";service;;"0.0879";Avenue Victor-Ruffy;False;"1";service;;"-0.009";"0.0";"180.03";tout_droit;;;;;;;;
"148";"565086121";"319477.4157";"5154694.766";"3090820935";"319472.0688";"5154691.8";"60947545";"319490.8818";"5154702.016";Avenue de BAAthusy;False;"3";tertiary;"50.0";"0.0445";Avenue de BAAthusy;False;"1";tertiary;"50.0";"0.055";"5576.0";"179.28";tout_droit;;;;;;;;
"149";"565086121";"319477.4157";"5154694.766";"60947545";"319490.8818";"5154702.016";"3090820935";"319472.0688";"5154691.8";Avenue de BAAthusy;False;"1";tertiary;"50.0";"-0.055";Avenue de BAAthusy;False;"3";tertiary;"50.0";"-0.0445";"5576.0";"180.72";tout_droit;;;;;;;;
"150";"35295143";"318742.6268";"5154537.852";"307536767";"318736.2915";"5154520.104";"35295145";"318768.1218";"5154608.62";Rue Caroline;False;"3";secondary;"30.0";"0.0405";Rue Caroline;False;"3";secondary;"30.0";"0.0464";"6962.5";"179.832";tout_droit;;;;;;;;
"151";"35295143";"318742.6268";"5154537.852";"35295145";"318768.1218";"5154608.62";"307536767";"318736.2915";"5154520.104";Rue Caroline;False;"3";secondary;"30.0";"-0.0464";Rue Caroline;False;"3";secondary;"30.0";"-0.0405";"6962.5";"180.168";tout_droit;;;;;;;;
"152";"35295129";"318491.0715";"5154649.807";"566829701";"318486.8308";"5154648.933";"3786614520";"318547.8184";"5154650.831";Rue Centrale;False;"2";primary;"50.0";"0.0041";Rue Centrale;False;"2";primary;"50.0";"0.0152";"10369.0";"169.388";tout_droit;;;;;;;;
"153";"35295129";"318491.0715";"5154649.807";"3786614520";"318547.8184";"5154650.831";"566829701";"318486.8308";"5154648.933";Rue Centrale;False;"2";primary;"50.0";"-0.0152";Rue Centrale;False;"2";primary;"50.0";"-0.0041";"10369.0";"190.612";tout_droit;;;;;;;;
"154";"574618996";"317316.4616";"5154550.487";"20934857";"317264.8443";"5154599.422";"292177272";"317329.291";"5154538.567";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"0.0179";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"-0.016";"2185.0";"180.576";tout_droit;;;;;;;;
"155";"574618996";"317316.4616";"5154550.487";"292177272";"317329.291";"5154538.567";"20934857";"317264.8443";"5154599.422";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"0.016";Avenue du BelvAAdAA re;False;"2";tertiary;"50.0";"-0.0179";"2185.0";"179.424";tout_droit;;;;;;;;
"156";"567834521";"317681.9642";"5153742.317";"266877375";"317713.9636";"5153733.557";"567834427";"317648.072";"5153755.782";Avenue de Cour;False;"2";tertiary;"50.0";"0.0046";Avenue de Cour;False;"2";tertiary;"50.0";"0.0103";"3995.0";"173.643";tout_droit;;;;;;;;
"157";"567834521";"317681.9642";"5153742.317";"567834427";"317648.072";"5153755.782";"266877375";"317713.9636";"5153733.557";Avenue de Cour;False;"2";tertiary;"50.0";"-0.0103";Avenue de Cour;False;"2";tertiary;"50.0";"-0.0046";"3995.0";"186.357";tout_droit;;;;;;;;
"158";"505177";"316458.8333";"5155391.042";"582921588";"316423.031";"5155413.025";"582921466";"316503.3939";"5155363.733";Avenue de Morges;False;"5";primary;"50.0";"0.0378";Avenue de Morges;False;"4";primary;"50.0";"0.0363";"3172.75";"180.048";tout_droit;;;;;;;;
"159";"505177";"316458.8333";"5155391.042";"582921466";"316503.3939";"5155363.733";"582921588";"316423.031";"5155413.025";Avenue de Morges;False;"4";primary;"50.0";"-0.0363";Avenue de Morges;False;"5";primary;"50.0";"-0.0378";"3172.75";"179.952";tout_droit;;;;;;;;
"160";"598571497";"318120.2562";"5155283.761";"565109239";"318129.5026";"5155276.755";"280659";"318114.4989";"5155288.35";Avenue Alexandre-Vinet;False;"1";tertiary;"50.0";"0.0384";Avenue Alexandre-Vinet;False;"1";tertiary;"50.0";"0.0332";"4566.0";"178.594";tout_droit;;;;;;;;
"161";"598571497";"318120.2562";"5155283.761";"280659";"318114.4989";"5155288.35";"565109239";"318129.5026";"5155276.755";Avenue Alexandre-Vinet;False;"1";tertiary;"50.0";"-0.0332";Avenue Alexandre-Vinet;False;"1";tertiary;"50.0";"-0.0384";"4566.0";"181.406";tout_droit;;;;;;;;
"162";"575175464";"318032.573";"5155337.889";"575175466";"318075.2287";"5155313.641";"280657";"318019.5237";"5155344.264";Avenue Alexandre-Vinet;False;"4";tertiary;"50.0";"0.032";Avenue Alexandre-Vinet;False;"4";tertiary;"50.0";"0.0428";"4892.0";"183.579";tout_droit;;;;;;;;
"163";"575175464";"318032.573";"5155337.889";"280657";"318019.5237";"5155344.264";"575175466";"318075.2287";"5155313.641";Avenue Alexandre-Vinet;False;"4";tertiary;"50.0";"-0.0428";Avenue Alexandre-Vinet;False;"4";tertiary;"50.0";"-0.032";"4892.0";"176.421";tout_droit;;;;;;;;
"164";"1463796472";"318341.7328";"5154906.55";"3520685572";"318345.3795";"5154904.516";"280650";"318327.6195";"5154912.556";Place de la Riponne;False;"3";tertiary;"50.0";"0.0662";Place de la Riponne;False;"3";tertiary;"50.0";"0.0529";"3096.0";"186.099";tout_droit;;;;;;;;
"165";"1463796472";"318341.7328";"5154906.55";"280650";"318327.6195";"5154912.556";"3520685572";"318345.3795";"5154904.516";Place de la Riponne;False;"3";tertiary;"50.0";"-0.0529";Place de la Riponne;False;"3";tertiary;"50.0";"-0.0662";"3096.0";"173.901";tout_droit;;;;;;;;
"166";"574495015";"316872.9261";"5154279.205";"280588";"316883.4186";"5154280.389";"597641352";"316868.414";"5154278.518";Avenue du Mont-d'Or;False;"2";tertiary;"50.0";"-0.0765";Avenue du Mont-d'Or;False;"2";tertiary;"50.0";"-0.082";"5947.0";"182.219";tout_droit;;;;;;;;
