field_1;id_in;x_in;y_in;id_anf;x_anf;y_anf;id_ant;x_ant;y_ant;name_anf_in;oneway_anf_in;lanes_anf_in;highway_anf_in;maxspeed_anf_in;grade_anf_in;name_in_ant;oneway_in_ant;lanes_in_ant;highway_in_ant;maxspeed_in_ant;grade_in_ant;DWV_mean;angle;movement;sas;tag;tad_fr;tad_vim;bc_rouge;preselection;Comment;Signalized_inter
"683";"580056034";"319633.7237";"5155190.499";"617179121";"319602.6121";"5155210.044";"60947562";"319601.8035";"5155168.753";Avenue Virgile-Rossel;False;"1";residential;"30.0";"-0.049";Chemin des Diablerets;False;"1";residential;"30.0";"0.0143";"948.14";"66.403";droite;;;;;;;;
"684";"580056034";"319633.7237";"5155190.499";"60947567";"319649.9278";"5155187.926";"617179121";"319602.6121";"5155210.044";Chemin des Diablerets;False;"1";residential;"30.0";"0.0222";Avenue Virgile-Rossel;False;"1";residential;"30.0";"0.049";"948.14";"156.885";droite;;;;;;;;
"685";"580056034";"319633.7237";"5155190.499";"60947562";"319601.8035";"5155168.753";"617179121";"319602.6121";"5155210.044";Chemin des Diablerets;False;"1";residential;"30.0";"-0.0143";Avenue Virgile-Rossel;False;"1";residential;"30.0";"0.049";"948.14";"293.597";gauche;;;;;;;;
"686";"580056034";"319633.7237";"5155190.499";"60947562";"319601.8035";"5155168.753";"60947567";"319649.9278";"5155187.926";Chemin des Diablerets;False;"1";residential;"30.0";"-0.0143";Chemin des Diablerets;False;"1";residential;"30.0";"-0.0222";"855.71";"136.712";droite;;;;;;;;
"687";"580056034";"319633.7237";"5155190.499";"617179121";"319602.6121";"5155210.044";"60947567";"319649.9278";"5155187.926";Avenue Virgile-Rossel;False;"1";residential;"30.0";"-0.049";Chemin des Diablerets;False;"1";residential;"30.0";"-0.0222";"948.14";"203.115";gauche;;;;;;;;
"688";"617033216";"319505.4872";"5155110.67";"617031038";"319546.1987";"5155134.011";"580055979";"319480.9816";"5155103.605";Chemin des Diablerets;False;"1";residential;"30.0";"0.0259";Chemin des Diablerets;False;"1";residential;"30.0";"0.0212";"855.71";"166.256";tout_droit;;;;;;;;
"689";"617033216";"319505.4872";"5155110.67";"580055979";"319480.9816";"5155103.605";"617031038";"319546.1987";"5155134.011";Chemin des Diablerets;False;"1";residential;"30.0";"-0.0212";Chemin des Diablerets;False;"1";residential;"30.0";"-0.0259";"855.71";"193.744";tout_droit;;;;;;;;
"690";"654115079";"319969.8858";"5155592.236";"580046966";"319921.9244";"5155658.088";"654111804";"319990.3162";"5155548.835";Avenue du Temple;False;"1";residential;"50.0";"-0.0501";Avenue du Temple;False;"1";residential;"50.0";"-0.0498";"710.0";"169.141";tout_droit;;;;;;;;
"691";"654115079";"319969.8858";"5155592.236";"654111804";"319990.3162";"5155548.835";"580046966";"319921.9244";"5155658.088";Avenue du Temple;False;"1";residential;"50.0";"0.0498";Avenue du Temple;False;"1";residential;"50.0";"0.0501";"710.0";"190.859";tout_droit;;;;;;;;
"692";"580046977";"319931.7975";"5155675.454";"63068746";"319917.6636";"5155662.441";"654124425";"319958.8807";"5155693.41";Chemin du Devin;False;"1";residential;"30.0";"0.0953";Chemin du Devin;False;"1";residential;"30.0";"0.0862";"313.0";"170.909";tout_droit;;;;;;;;
"693";"580046977";"319931.7975";"5155675.454";"654124425";"319958.8807";"5155693.41";"63068746";"319917.6636";"5155662.441";Chemin du Devin;False;"1";residential;"30.0";"-0.0862";Chemin du Devin;False;"1";residential;"30.0";"-0.0953";"313.0";"189.091";tout_droit;;;;;;;;
"694";"580046946";"319857.6477";"5155462.291";"654104125";"319819.3874";"5155504.4";"654103879";"319876.2272";"5155420.667";Chemin du Devin;False;"1";residential;"30.0";"0.0209";Chemin du Devin;True;"1";residential;"50.0";"-0.0706";"313.0";"161.796";droite;;;;;;;;
"695";"580046873";"319867.7783";"5155241.258";"288295782";"319865.9116";"5155254.103";"580046878";"319878.5524";"5155238.324";Avenue de BAthusy;True;"1";tertiary;"50.0";"-0.0273";Avenue de BAthusy;True;"1";tertiary;"50.0";"-0.0087";"3889.5";"246.498";gauche;;;;;;;;
"696";"580046873";"319867.7783";"5155241.258";"617682022";"319853.1055";"5155229.773";"580046878";"319878.5524";"5155238.324";Avenue de BAthusy;True;"1";tertiary;"50.0";"0.001";Avenue de BAthusy;True;"1";tertiary;"50.0";"-0.0087";"3889.5";"126.715";droite;;;;;;;;
"697";"582686603";"317659.1081";"5157050.781";"3678590070";"317555.2324";"5157010.763";"582681024";"317693.9812";"5157064.632";Route du ChAtelard;False;"3";secondary;"50.0";"0.0295";Route du ChAtelard;False;"3";secondary;"50.0";"0.0414";"6761.0";"180.593";tout_droit;;;;;;;;
"698";"582686603";"317659.1081";"5157050.781";"582681024";"317693.9812";"5157064.632";"3678590070";"317555.2324";"5157010.763";Route du ChAtelard;False;"3";secondary;"50.0";"-0.0414";Route du ChAtelard;False;"3";secondary;"50.0";"-0.0295";"6761.0";"179.407";tout_droit;;;;;;;;
"699";"575172310";"317471.5547";"5156062.256";"599195386";"317523.3692";"5156143.425";"331109433";"317406.7997";"5156092.27";Avenue du Grey;True;"1";tertiary;"50.0";"-0.1171";Chemin de Pierrefleur;False;"1";residential;"50.0";"0.0345";"3032.5";"97.684";droite;;;;;;;;
"700";"575172310";"317471.5547";"5156062.256";"575172311";"317477.8966";"5156055.971";"331109433";"317406.7997";"5156092.27";Chemin de Pierrefleur;False;"1";residential;"50.0";"-0.0526";Chemin de Pierrefleur;False;"1";residential;"50.0";"0.0345";"1772.0";"199.874";gauche;;;;;;;;
"701";"575172310";"317471.5547";"5156062.256";"599195386";"317523.3692";"5156143.425";"331109430";"317424.844";"5156026.398";Avenue du Grey;True;"1";tertiary;"50.0";"-0.1171";Avenue du Grey;True;"2";tertiary;"50.0";"-0.1083";"4345.0";"160.064";droite;;;;;;;;
"702";"575172310";"317471.5547";"5156062.256";"331109433";"317406.7997";"5156092.27";"331109430";"317424.844";"5156026.398";Chemin de Pierrefleur;False;"1";residential;"50.0";"-0.0345";Avenue du Grey;True;"2";tertiary;"50.0";"-0.1083";"3084.5";"62.38";droite;;;;;;;;
"703";"575172310";"317471.5547";"5156062.256";"575172311";"317477.8966";"5156055.971";"331109430";"317424.844";"5156026.398";Chemin de Pierrefleur;False;"1";residential;"50.0";"-0.0526";Avenue du Grey;True;"2";tertiary;"50.0";"-0.1083";"3084.5";"262.254";gauche;;;;;;;;
"704";"575172310";"317471.5547";"5156062.256";"599195386";"317523.3692";"5156143.425";"575172311";"317477.8966";"5156055.971";Avenue du Grey;True;"1";tertiary;"50.0";"-0.1171";Chemin de Pierrefleur;False;"1";residential;"50.0";"0.0526";"3032.5";"257.81";gauche;;;;;;;;
"705";"575172310";"317471.5547";"5156062.256";"331109433";"317406.7997";"5156092.27";"575172311";"317477.8966";"5156055.971";Chemin de Pierrefleur;False;"1";residential;"50.0";"-0.0345";Chemin de Pierrefleur;False;"1";residential;"50.0";"0.0526";"1772.0";"160.126";droite;;;;;;;;
"706";"599201093";"317394.697";"5155744.392";"3043330035";"317430.6587";"5155724.612";"576983836";"317445.5961";"5155705.811";Avenue des BergiA res;True;"1";tertiary;"50.0";"-0.022";Avenue des BergiA res;True;"2";tertiary;"50.0";"0.0083";"3002.0";"351.65";gauche;;;;;;;;Yes
"707";"599201093";"317394.697";"5155744.392";"575172239";"317381.1118";"5155755.345";"576983836";"317445.5961";"5155705.811";Avenue des BergiAA res;True;"2";tertiary;"50.0";"-0.0148";Avenue des BergiA res;True;"2";tertiary;"50.0";"0.0083";"4069.0";"181.716";tout_droit;;;;;;;;
"708";"599201093";"317394.697";"5155744.392";"599526056";"317405.0035";"5155706.691";"576983836";"317445.5961";"5155705.811";Avenue Collonges;False;"2";tertiary;"50.0";"0.0256";Avenue des BergiA res;True;"2";tertiary;"50.0";"0.0083";"2023.5";"37.549";droite;no;;;;;;;Yes
"709";"599201093";"317394.697";"5155744.392";"3043330035";"317430.6587";"5155724.612";"599509337";"317357.4301";"5155707.449";Avenue des BergiA res;True;"1";tertiary;"50.0";"-0.022";Chemin de Villardin;True;"1";residential;"30.0";"-0.1097";"2736.0";"253.562";gauche;yes;;;;;;;Yes
"710";"599201093";"317394.697";"5155744.392";"575172239";"317381.1118";"5155755.345";"599509337";"317357.4301";"5155707.449";Avenue des BergiAA res;True;"2";tertiary;"50.0";"-0.0148";Chemin de Villardin;True;"1";residential;"30.0";"-0.1097";"3803.0";"83.627";droite;;;;;;;;
"711";"599201093";"317394.697";"5155744.392";"599526056";"317405.0035";"5155706.691";"599509337";"317357.4301";"5155707.449";Avenue Collonges;False;"2";tertiary;"50.0";"0.0256";Chemin de Villardin;True;"1";residential;"30.0";"-0.1097";"1757.5";"299.46";gauche;;;;;;;move impossible;Yes
"712";"599201093";"317394.697";"5155744.392";"3043330035";"317430.6587";"5155724.612";"575172235";"317392.8367";"5155763.121";Avenue des BergiA res;True;"1";tertiary;"50.0";"-0.022";Avenue des BergiA res;True;"1";tertiary;"50.0";"0.0085";"1776.5";"124.485";droite;;;;;;;move impossible;Yes
"713";"599201093";"317394.697";"5155744.392";"575172239";"317381.1118";"5155755.345";"575172235";"317392.8367";"5155763.121";Avenue des BergiAA res;True;"2";tertiary;"50.0";"-0.0148";Avenue des BergiA res;True;"1";tertiary;"50.0";"0.0085";"2843.5";"314.55";gauche;;;;;;;;
"714";"599201093";"317394.697";"5155744.392";"599526056";"317405.0035";"5155706.691";"575172235";"317392.8367";"5155763.121";Avenue Collonges;False;"2";tertiary;"50.0";"0.0256";Avenue des BergiA res;True;"1";tertiary;"50.0";"0.0085";"798.0";"170.383";tout_droit;no;;;yes;;;;Yes
"715";"599201093";"317394.697";"5155744.392";"3043330035";"317430.6587";"5155724.612";"599526056";"317405.0035";"5155706.691";Avenue des BergiA res;True;"1";tertiary;"50.0";"-0.022";Avenue Collonges;False;"2";tertiary;"50.0";"-0.0256";"2023.5";"314.102";gauche;yes;;;;;;;Yes
"716";"599201093";"317394.697";"5155744.392";"575172239";"317381.1118";"5155755.345";"599526056";"317405.0035";"5155706.691";Avenue des BergiAA res;True;"2";tertiary;"50.0";"-0.0148";Avenue Collonges;False;"2";tertiary;"50.0";"-0.0256";"3090.5";"144.167";droite;;;;;;;;
"717";"575172235";"317392.8367";"5155763.121";"599201093";"317394.697";"5155744.392";"576983820";"317386.8808";"5155768.472";Avenue des BergiA res;True;"1";tertiary;"50.0";"0.0085";Avenue des BergiA res;True;"1";tertiary;"50.0";"0.0206";"1971.0";"222.39";gauche;;;;;;;;
"718";"575172235";"317392.8367";"5155763.121";"575172240";"317406.9119";"5155749.328";"576983820";"317386.8808";"5155768.472";Avenue des BergiA res;True;"1";tertiary;"50.0";"0.0107";Avenue des BergiA res;True;"1";tertiary;"50.0";"0.0206";"3115.5";"182.482";tout_droit;;;;;;;;
"719";"599526056";"317405.0035";"5155706.691";"260553920";"317453.0955";"5155587.766";"599201093";"317394.697";"5155744.392";Avenue Collonges;False;"2";tertiary;"50.0";"0.0392";Avenue Collonges;False;"2";tertiary;"50.0";"0.0256";"1045.0";"173.272";tout_droit;;;;;;;;
"720";"599526056";"317405.0035";"5155706.691";"599201093";"317394.697";"5155744.392";"260553920";"317453.0955";"5155587.766";Avenue Collonges;False;"2";tertiary;"50.0";"-0.0256";Avenue Collonges;False;"2";tertiary;"50.0";"-0.0392";"1045.0";"186.728";tout_droit;;;;;;;;
"721";"596441075";"317702.8846";"5156054.426";"266873422";"317738.5079";"5155975.292";"3501120950";"317632.288";"5156214.298";Chemin des Grandes-Roches;False;"1";unclassified;"50.0";"-0.0109";Chemin des Grandes-Roches;False;"1";unclassified;"50.0";"-0.0248";"1451.691";"179.59";tout_droit;;;;;;;;
"722";"596441075";"317702.8846";"5156054.426";"3501120950";"317632.288";"5156214.298";"266873422";"317738.5079";"5155975.292";Chemin des Grandes-Roches;False;"1";unclassified;"50.0";"0.0248";Chemin des Grandes-Roches;False;"1";unclassified;"50.0";"0.0109";"1451.691";"180.41";tout_droit;;;;;;;;
"723";"5257500312";"317508.9503";"5157013.538";"575140169";"317506.1166";"5156990.836";"8373995123";"317466.2235";"5157172.005";;True;"1";cycleway;;"0.0218";;False;"1";cycleway;;"0.0348";"0.0";"202.205";gauche;;;;;;;;
"724";"575140169";"317506.1166";"5156990.836";"575140159";"317527.4449";"5156942.838";"5257500312";"317508.9503";"5157013.538";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0284";;True;"1";cycleway;;"0.0218";"0.0";"148.927";droite;presel easy;;;;;;changer mouv;Yes
"725";"575140169";"317506.1166";"5156990.836";"3678590070";"317555.2324";"5157010.763";"5257500312";"317508.9503";"5157013.538";Avenue du Grey;False;"3";tertiary;"50.0";"-0.0064";;True;"1";cycleway;;"0.0218";"4381.0";"60.802";droite;yes;;yes;;;;;Yes
"726";"575140169";"317506.1166";"5156990.836";"599720914";"317479.69";"5156980.745";"5257500312";"317508.9503";"5157013.538";Avenue du Grey;False;"4";tertiary;"50.0";"0.0051";;True;"1";cycleway;;"0.0218";"4279.214";"241.986";gauche;;;;;;;;Yes
"727";"575140169";"317506.1166";"5156990.836";"8318292421";"317451.8408";"5157167.613";"5257500312";"317508.9503";"5157013.538";Route de Romanel;False;"2";secondary;"80.0";"-0.0343";;True;"1";cycleway;;"0.0218";"0.0";"335.817";gauche;;;;;;;mov impossible;Yes
"728";"575140169";"317506.1166";"5156990.836";"575140159";"317527.4449";"5156942.838";"3678590070";"317555.2324";"5157010.763";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0284";Avenue du Grey;False;"3";tertiary;"50.0";"0.0064";"4381.0";"88.125";droite;;;;;;;mov impossible;Yes
"729";"575140169";"317506.1166";"5156990.836";"599720914";"317479.69";"5156980.745";"3678590070";"317555.2324";"5157010.763";Avenue du Grey;False;"4";tertiary;"50.0";"0.0051";Avenue du Grey;False;"3";tertiary;"50.0";"0.0064";"8660.214";"181.184";tout_droit;;;;yes;;;;Yes
"730";"575140169";"317506.1166";"5156990.836";"8318292421";"317451.8408";"5157167.613";"3678590070";"317555.2324";"5157010.763";Route de Romanel;False;"2";secondary;"80.0";"-0.0343";Avenue du Grey;False;"3";tertiary;"50.0";"0.0064";"4381.0";"275.015";gauche;;yes;;;;;;Yes
"731";"575140169";"317506.1166";"5156990.836";"575140159";"317527.4449";"5156942.838";"599720914";"317479.69";"5156980.745";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0284";Avenue du Grey;False;"4";tertiary;"50.0";"-0.0051";"4279.214";"266.941";gauche;;yes;;;;;;Yes
"732";"575140169";"317506.1166";"5156990.836";"3678590070";"317555.2324";"5157010.763";"599720914";"317479.69";"5156980.745";Avenue du Grey;False;"3";tertiary;"50.0";"-0.0064";Avenue du Grey;False;"4";tertiary;"50.0";"-0.0051";"8660.214";"178.816";tout_droit;yes;;;;;;;Yes
"733";"575140169";"317506.1166";"5156990.836";"8318292421";"317451.8408";"5157167.613";"599720914";"317479.69";"5156980.745";Route de Romanel;False;"2";secondary;"80.0";"-0.0343";Avenue du Grey;False;"4";tertiary;"50.0";"-0.0051";"4279.214";"93.831";droite;yes;;;;;;;Yes
"734";"575140169";"317506.1166";"5156990.836";"575140159";"317527.4449";"5156942.838";"8318292421";"317451.8408";"5157167.613";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0284";Route de Romanel;False;"2";secondary;"80.0";"0.0343";"0.0";"173.11";tout_droit;presel easy;;;;;;PC vers node 312;Yes
"735";"575140169";"317506.1166";"5156990.836";"3678590070";"317555.2324";"5157010.763";"8318292421";"317451.8408";"5157167.613";Avenue du Grey;False;"3";tertiary;"50.0";"-0.0064";Route de Romanel;False;"2";secondary;"80.0";"0.0343";"4381.0";"84.985";droite;yes;;;;;;PC vers node 312;Yes
"736";"575140169";"317506.1166";"5156990.836";"599720914";"317479.69";"5156980.745";"8318292421";"317451.8408";"5157167.613";Avenue du Grey;False;"4";tertiary;"50.0";"0.0051";Route de Romanel;False;"2";secondary;"80.0";"0.0343";"4279.214";"266.169";gauche;;;;;;;;Yes
"737";"575140169";"317506.1166";"5156990.836";"3678590070";"317555.2324";"5157010.763";"575140159";"317527.4449";"5156942.838";Avenue du Grey;False;"3";tertiary;"50.0";"-0.0064";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0284";"4381.0";"271.875";gauche;yes;yes;;;;;;Yes
"738";"575140169";"317506.1166";"5156990.836";"599720914";"317479.69";"5156980.745";"575140159";"317527.4449";"5156942.838";Avenue du Grey;False;"4";tertiary;"50.0";"0.0051";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0284";"4279.214";"93.059";droite;;;;;;;;Yes
"739";"575140169";"317506.1166";"5156990.836";"8318292421";"317451.8408";"5157167.613";"575140159";"317527.4449";"5156942.838";Route de Romanel;False;"2";secondary;"80.0";"-0.0343";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0284";"0.0";"186.89";tout_droit;yes;;;yes;;;;Yes
"740";"582701512";"317619.406";"5156731.706";"600825607";"317614.565";"5156741.427";"8703072543";"317656.6205";"5156672.708";Route des Plaines-du-Loup;False;"5";secondary;"50.0";"0.0365";Route des Plaines-du-Loup;False;"5";secondary;"50.0";"0.036";"8367.0";"185.77";tout_droit;;;;;;;;
"741";"582701512";"317619.406";"5156731.706";"8703072543";"317656.6205";"5156672.708";"600825607";"317614.565";"5156741.427";Route des Plaines-du-Loup;False;"5";secondary;"50.0";"-0.036";Route des Plaines-du-Loup;False;"5";secondary;"50.0";"-0.0365";"8367.0";"174.23";tout_droit;;;;;;;;
"742";"8339455399";"317869.0697";"5156261.059";"8489781023";"317935.6287";"5156188.725";"575140145";"317921.3374";"5156190.745";;True;"1";cycleway;;"0.0102";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.015";"0.0";"354.006";gauche;;;;;;;;
"743";"8339455399";"317869.0697";"5156261.059";"582654584";"317863.8591";"5156266.432";"575140145";"317921.3374";"5156190.745";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.0144";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"-0.015";"4893.0";"172.504";tout_droit;;;;;;;;
"744";"8339455399";"317869.0697";"5156261.059";"8489781023";"317935.6287";"5156188.725";"582654584";"317863.8591";"5156266.432";;True;"1";cycleway;;"0.0102";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0144";"4893.0";"181.502";tout_droit;;;;;;;;
"745";"8339455399";"317869.0697";"5156261.059";"575140145";"317921.3374";"5156190.745";"582654584";"317863.8591";"5156266.432";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.015";Route des Plaines-du-Loup;False;"4";secondary;"50.0";"0.0144";"4893.0";"187.496";tout_droit;;;;;;;;
"746";"575140097";"317569.6778";"5156222.247";"271793402";"317569.3408";"5156209.289";"271793395";"317561.9515";"5156226.906";;True;"1";tertiary;"50.0";"0.0314";;True;"1";tertiary;"50.0";"0.0456";"4360.0";"240.4";gauche;;;;;;;;
"747";"575140097";"317569.6778";"5156222.247";"575140105";"317595.1387";"5156221.334";"271793395";"317561.9515";"5156226.906";Avenue du VAlodrome;True;"1";tertiary;"50.0";"0.0253";;True;"1";tertiary;"50.0";"0.0456";"3207.5";"150.963";droite;;;;;;;;
"748";"3678590070";"317555.2324";"5157010.763";"331109413";"317558.2056";"5156872.98";"582686603";"317659.1081";"5157050.781";Route des Plaines-du-Loup;True;"2";secondary;"50.0";"0.0189";Route du ChAtelard;False;"3";secondary;"50.0";"0.0295";"5011.5";"109.833";droite;;;;;;;;
"749";"3678590070";"317555.2324";"5157010.763";"575140169";"317506.1166";"5156990.836";"582686603";"317659.1081";"5157050.781";Avenue du Grey;False;"3";tertiary;"50.0";"0.0064";Route du ChAtelard;False;"3";secondary;"50.0";"0.0295";"7761.5";"178.986";tout_droit;;;;;;;;
"750";"3678590070";"317555.2324";"5157010.763";"331109413";"317558.2056";"5156872.98";"575140169";"317506.1166";"5156990.836";Route des Plaines-du-Loup;True;"2";secondary;"50.0";"0.0189";Avenue du Grey;False;"3";tertiary;"50.0";"-0.0064";"6012.0";"290.847";gauche;;;;;;;;
"751";"3678590070";"317555.2324";"5157010.763";"582686603";"317659.1081";"5157050.781";"575140169";"317506.1166";"5156990.836";Route du ChAtelard;False;"3";secondary;"50.0";"-0.0295";Avenue du Grey;False;"3";tertiary;"50.0";"-0.0064";"7761.5";"181.014";tout_droit;;;;;;;;
"752";"575127446";"317565.5473";"5156206.167";"271793399";"317552.6214";"5156208.415";"271793402";"317569.3408";"5156209.289";;True;"1";tertiary;"50.0";"0.016";;True;"1";tertiary;"50.0";"0.0542";"2573.0";"229.32";gauche;;;;;;;;
"753";"575127446";"317565.5473";"5156206.167";"575172311";"317477.8966";"5156055.971";"271793402";"317569.3408";"5156209.289";Avenue du Grey;True;"1";tertiary;"50.0";"0.1";;True;"1";tertiary;"50.0";"0.0542";"4564.0";"159.721";droite;;;;;;;;
"754";"8702295376";"319039.5256";"5154718.451";"8702295381";"319048.3833";"5154728.685";"3086292328";"319013.4123";"5154713.149";Rue du Bugnon;False;"2";primary;"50.0";"-0.0984";"['Rue du Bugnon', ""Place de l'Ours""]";False;"2";primary;"50.0";"-0.0791";"9536.5";"142.354";droite;;;;;;;;
"755";"8702295376";"319039.5256";"5154718.451";"3086292328";"319013.4123";"5154713.149";"8702295381";"319048.3833";"5154728.685";"['Rue du Bugnon', ""Place de l'Ours""]";False;"2";primary;"50.0";"0.0791";Rue du Bugnon;False;"2";primary;"50.0";"0.0984";"9536.5";"217.646";gauche;;;;;;;;
"756";"8702295381";"319048.3833";"5154728.685";"8702295376";"319039.5256";"5154718.451";"574869520";"319049.7675";"5154731.846";Rue du Bugnon;False;"2";primary;"50.0";"0.0984";Rue du Bugnon;False;"2";primary;"50.0";"0.1069";"10439.0";"197.228";gauche;;;;;;;;
"757";"8702295381";"319048.3833";"5154728.685";"574869520";"319049.7675";"5154731.846";"8702295376";"319039.5256";"5154718.451";Rue du Bugnon;False;"2";primary;"50.0";"-0.1069";Rue du Bugnon;False;"2";primary;"50.0";"-0.0984";"10439.0";"162.772";droite;;;;;;;;
"758";"598135267";"319121.8386";"5155339.898";"598135279";"319130.2981";"5155365.09";"341359485";"319113.4391";"5155308.243";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0769";Avenue de la Sallaz;False;"2";primary;"50.0";"-0.0778";"7389.57";"183.701";tout_droit;;;;;;;;
"759";"598135267";"319121.8386";"5155339.898";"341359485";"319113.4391";"5155308.243";"598135279";"319130.2981";"5155365.09";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0778";Avenue de la Sallaz;False;"2";primary;"50.0";"0.0769";"7389.57";"176.299";tout_droit;;;;;;;;
"760";"574618716";"316931.9714";"5154356.825";"282645316";"316884.3215";"5154400.339";"282645379";"316927.6374";"5154417.112";Chemin de Pierreval;False;"1";residential;"20.0";"0.1";"['Chemin de Pierreval', 'Chemin de Bon-Abri']";False;"1";residential;"20.0";"0.0459";"0.0";"316.514";gauche;;;;;;;;
"761";"574618716";"316931.9714";"5154356.825";"282645379";"316927.6374";"5154417.112";"282645316";"316884.3215";"5154400.339";"['Chemin de Pierreval', 'Chemin de Bon-Abri']";False;"1";residential;"20.0";"-0.0459";Chemin de Pierreval;False;"1";residential;"20.0";"-0.1";"0.0";"43.486";droite;;;;;;;;
"762";"574476918";"316229.4478";"5154194.052";"561528250";"316065.2721";"5154290.167";"347351847";"316308.6266";"5154184.42";;False;"1";pedestrian;;"0.0103";;True;"1";cycleway;;"-0.0229";"0.0";"203.411";gauche;;;;;;;;
"763";"573529496";"317663.958";"5154086.44";"280778006";"317660.3776";"5154081.51";"280792389";"317742.5128";"5154054.736";;False;"1";cycleway;;"0.0503";;False;"1";cycleway;;"0.0217";"0.0";"104.01";droite;;;;;;;;
"764";"573529496";"317663.958";"5154086.44";"280777971";"317659.34";"5154097.277";"280792389";"317742.5128";"5154054.736";;False;"1";cycleway;;"-0.023";;False;"1";cycleway;;"0.0217";"0.0";"224.941";gauche;;;;;;;;
"765";"573529496";"317663.958";"5154086.44";"280778006";"317660.3776";"5154081.51";"280777971";"317659.34";"5154097.277";;False;"1";cycleway;;"0.0503";;False;"1";cycleway;;"0.023";"0.0";"239.069";gauche;;;;;;;;
"766";"573529496";"317663.958";"5154086.44";"280792389";"317742.5128";"5154054.736";"280777971";"317659.34";"5154097.277";;False;"1";cycleway;;"-0.0217";;False;"1";cycleway;;"0.023";"0.0";"135.059";droite;;;;;;;;
"767";"573529496";"317663.958";"5154086.44";"280792389";"317742.5128";"5154054.736";"280778006";"317660.3776";"5154081.51";;False;"1";cycleway;;"-0.0217";;False;"1";cycleway;;"-0.0503";"0.0";"255.99";gauche;;;;;;;;
"768";"573529496";"317663.958";"5154086.44";"280777971";"317659.34";"5154097.277";"280778006";"317660.3776";"5154081.51";;False;"1";cycleway;;"-0.023";;False;"1";cycleway;;"-0.0503";"0.0";"120.931";droite;;;;;;;;
"769";"597693523";"317538.5708";"5154104.897";"573529503";"317660.669";"5154116.422";"35295097";"317503.227";"5154101.714";Avenue de Milan;False;"1";secondary;"50.0";"-0.0405";Avenue de Milan;False;"1";tertiary;"50.0";"-0.0222";"760.0";"179.754";tout_droit;;;;;;;;
"770";"597693523";"317538.5708";"5154104.897";"35295097";"317503.227";"5154101.714";"573529503";"317660.669";"5154116.422";Avenue de Milan;False;"1";tertiary;"50.0";"0.0222";Avenue de Milan;False;"1";secondary;"50.0";"0.0405";"760.0";"180.246";tout_droit;;;;;;;;
"771";"599712759";"318918.596";"5155929.015";"599718057";"318868.0371";"5155930.206";"573250928";"318939.397";"5155924.7";Route du Signal;False;"2";residential;"50.0";"0.1";Route du Signal;False;"1";residential;"50.0";"0.1126";"0.0";"169.63";tout_droit;;;;;;;;
"772";"599712759";"318918.596";"5155929.015";"599718057";"318868.0371";"5155930.206";"573250928";"318939.397";"5155924.7";Route du Signal;False;"2";residential;"50.0";"0.1114";Route du Signal;False;"1";residential;"50.0";"0.1126";"331.0";"169.63";tout_droit;;;;;;;;
"773";"599712759";"318918.596";"5155929.015";"573250928";"318939.397";"5155924.7";"599718057";"318868.0371";"5155930.206";Route du Signal;False;"1";residential;"50.0";"-0.1126";Route du Signal;False;"2";residential;"50.0";"-0.1114";"331.0";"190.37";tout_droit;;;;;;;;
"774";"599712759";"318918.596";"5155929.015";"573250928";"318939.397";"5155924.7";"599718057";"318868.0371";"5155930.206";Route du Signal;False;"1";residential;"50.0";"-0.1126";Route du Signal;False;"2";residential;"50.0";"-0.1";"0.0";"190.37";tout_droit;;;;;;;;
"775";"602689555";"318673.8758";"5155949.056";"602689471";"318670.3315";"5155910.438";"267510235";"318675.8269";"5155975.232";Route du Pavement;False;"2";residential;"50.0";"0.0191";Route du Pavement;False;"2";residential;"50.0";"0.0192";"756.0";"180.981";tout_droit;;;;;;;;
"776";"602689555";"318673.8758";"5155949.056";"267510235";"318675.8269";"5155975.232";"602689471";"318670.3315";"5155910.438";Route du Pavement;False;"2";residential;"50.0";"-0.0192";Route du Pavement;False;"2";residential;"50.0";"-0.0191";"756.0";"179.019";tout_droit;;;;;;;;
"777";"602689336";"318691.682";"5155757.46";"573250902";"318709.8026";"5155721.563";"267510227";"318674.6697";"5155797.038";Route du Pavement;False;"2";residential;"50.0";"0.0317";Route du Pavement;False;"2";residential;"50.0";"0.0341";"756.0";"176.476";tout_droit;;;;;;;;
"778";"602689336";"318691.682";"5155757.46";"602689574";"318720.6144";"5155669.714";"267510227";"318674.6697";"5155797.038";Route du Pavement;False;"2";residential;"50.0";"0.0311";Route du Pavement;False;"2";residential;"50.0";"0.0341";"756.0";"185.011";tout_droit;;;;;;;;
